H_sed,sed_ratio1,Vs_sed1,Vs_sed2,VpVs_sed,H_uc,Vs_uc,VpVs_uc,H_moho,Vs_lc,VpVs_lc,Vs_mantle,VpVs_mantle,misfit
6.314971727001338,0.2933681788495072,1.0,1.6612907611478789,2.3787924998640593,25.127776421866475,3.482226134556422,1.6460269589216348,44.17267798717699,3.7816647590672052,1.8055428728034062,4.625484703351165,1.772741952430652,49.086891864406155
5.999521685761917,0.5633272966510131,1.1566449230808566,1.81761206042199,2.245905383816228,30.583325360887624,3.4661646147206895,1.85,45.973406200019596,4.019524756502919,1.6658193169047595,4.622060916904784,1.772741728334787,49.98387249578915
5.401204683471083,0.5920039038677297,1.0954096595579077,1.5304884699562624,2.207006135617972,25.44493905346592,3.414255256164053,1.7475686271534323,43.988562664271214,3.6371142924580746,1.8943398689061295,4.5227087061538205,1.8125137072564845,50.0910395257934
6.392038312303834,0.29864487819821817,1.0054490405645988,1.690315558668317,2.386945910817824,25.90607436635096,3.4955312877555356,1.6496219328066428,44.923760980265484,3.7305134321864095,1.7684672798521417,4.4891289101952685,1.7810812941234666,50.41475511960304
5.35770366743204,0.5326342136235297,1.0,1.5400560883666707,2.1375929086274525,22.367461772714904,3.373803532191383,1.85,43.72462527135338,3.6,1.8997843120472042,4.427915618349531,1.7930205473397718,50.532432520399965
5.328336703253795,0.5572074927594146,1.027769881566198,1.5319909646609489,2.1465662758417876,20.68533096923736,3.398147060988798,1.7494030848173445,43.74782260725561,3.6668972197521503,1.9,4.404930301004467,1.75,50.886280953335316
6.101845086016717,0.5834218156431236,1.1530371268353912,1.840054422984131,2.167140926115869,29.196243038910414,3.5415419339060024,1.849664408124027,46.05631111673688,3.8800952548547363,1.6943506972952345,4.467164578721751,1.75,50.88799218956707
5.297121456490595,0.5691315840547011,1.0116591731946751,1.5227798504655474,2.2151093881184254,22.560749626818428,3.2965286225145762,1.775893987336978,43.077606540848606,3.6,1.8487804558564191,4.4,1.776181261252319,51.088757379940226
5.330119423504142,0.5619424718361896,1.0233663838753997,1.5,2.1686326155492077,21.39142911700827,3.4191646794447275,1.8256040159693108,44.40330393040275,3.6,1.9,4.4,1.75,51.13342977142575
6.301063864467891,0.5662262794302622,1.2266813005130777,1.7680442409985868,2.208550198070615,28.286054606829296,3.5307397273570595,1.7649792398609638,46.36593558214542,3.8785190397174536,1.7762651956812916,4.507032372822399,1.7605708099404072,51.233583519801336
6.2363467117760365,0.3252480330829587,1.0,1.5904510465683521,2.2909933296743006,25.01032626565347,3.4482312674769755,1.7345361928677916,44.39556250486415,3.822618265554342,1.7465121522959997,4.44603072839424,1.7751317628064593,51.26266324755994
6.742067947486569,0.2790368441154945,1.0459924665342428,1.7701297000881049,2.4640132336997103,25.578631932315993,3.618074060611796,1.66795866621057,46.02803045376058,3.8478851514278363,1.8409653621888187,4.638752686881462,1.7772111950592244,51.292075252004494
5.3008141005998235,0.5925075803183519,1.036586660723935,1.5389813505061893,2.107425781272656,22.569031269177387,3.3983687074867435,1.85,43.9089741702288,3.6,1.8989351943224586,4.528121489095528,1.75,51.299994996983266
5.359158130117678,0.5485919172554051,1.0513198393439305,1.531756000550815,2.1953178032572462,24.57017001673408,3.3158732727096467,1.85,43.57490010158856,3.636483235982235,1.9,4.555717947456832,1.775062269678659,51.34002570583335
6.579180298818166,0.28911048846301945,1.0,1.748963658385367,2.3750149465101775,25.106985495581593,3.513928628272516,1.5868303568774549,44.630219250615504,3.7529332320276576,1.8127024058499956,4.765052939165439,1.75,51.541746037307405
5.275353241169091,0.5984525884860589,1.03479169324366,1.5,2.1669156274981183,23.13148012766373,3.304498781227463,1.85,43.25537558120984,3.632070149717526,1.9,4.4,1.77296496031227,51.57537146089711
6.38920910640218,0.3439945451624081,1.111802562214485,1.6986048513667238,2.32552977341547,26.250098897213206,3.5304733885478616,1.6832997895794046,44.996846241462066,3.8072579931051944,1.8047150196135946,4.6485680571184504,1.75,51.67150333074108
