H_sed,Vs_sed0,Vs_sedz,K_sed,H_uc,Vs_uc,VpVs_uc,H_moho,Vs_lc,VpVs_lc,Vs_mantle,VpVs_mantle
2.1987305003734248,1.0760893394370692,2.2164848000439346,2.2628441881582866,15.38338335978491,3.8180209647897643,1.7518447983068925,34.41918478005712,3.9334975520302815,1.6930148733283366,4.467352371004327,1.7837421873061508
2.4699668454865757,0.8288255290983624,2.160296403367661,2.176703928358938,16.79254713493202,3.86586194570999,1.739680996049302,32.00487896077118,3.8849104261730627,1.693885346593516,4.444247675934438,1.7848869622298313
2.917316813047616,0.9284124921518004,2.117658188837405,2.315455491043333,15.294611753561343,3.7374430873639395,1.7390883130851127,33.09445572004044,3.928120768755836,1.6985498196941617,4.438031870061999,1.8020987481341946
2.8605503591701726,1.0764570619293978,2.0922296220526526,2.394117303039489,15.506154037071378,3.69500772592915,1.7215633371317103,34.88241052095333,3.8372452738210474,1.6783798989432916,4.481311669223456,1.8254196847485664
2.458212238458703,1.096306830013388,2.3288024378626893,2.350138627504102,15.22690995542961,3.6898508582207303,1.7062596603517726,34.9732082308087,3.8155453067172203,1.6741238132592775,4.466692801386467,1.8246240829643117
2.64058663528812,1.1278103767000507,2.151470434612626,2.385889034440491,16.03070696374764,3.6813819291082455,1.7220392113318725,34.78691770499266,3.7748784110529465,1.6501281095557205,4.442313102796766,1.8244162997438844
4.218618340748197,0.8083887176861212,2.3260604442184154,2.3050835239676215,15.289558632959844,3.729052236034101,1.7325566532068977,31.633324021220915,3.6584603974298076,1.656860569576544,4.526304453711629,1.8011482799957657
3.3131526236363147,0.8822472588191923,2.1397806914745767,2.3409841955727977,16.114548624861474,3.4948687954589595,1.7122449061979936,29.095350674658874,3.6607234722336623,1.6566661433147747,4.569518677584555,1.7675756637632531
2.1947932374954964,0.8879718532980114,2.275074621954242,2.510235539278433,16.941939434075227,3.404080586136362,1.7041767323213355,28.996119246698303,3.6137676632846976,1.6688629746254375,4.535552299991715,1.7634419542534334
2.1377923307072306,0.879092229257968,2.2839990599007898,2.4390260693236225,17.231305162913607,3.3786577299218945,1.7019130396708377,29.436795064825905,3.6844803125943018,1.6738129418248415,4.541203093468896,1.772412159940279
2.2322404788752706,0.7340804911368236,2.266912051209543,2.498278754619974,16.746067802693734,3.447285271271282,1.679059736109596,28.975738294785707,3.6727393530412167,1.65439410978831,4.519861774305303,1.7647580945351087
2.587401248883265,0.7958257591951586,2.243296991199913,2.3980715326105018,15.661765726342914,3.623541233514534,1.6784907235991837,31.449923672474448,3.705522750434055,1.6754056899605538,4.527251797817151,1.789396127985598
2.3951176303829995,0.703671424504799,2.0377429026507,2.400397906745283,15.399610263238978,3.4211523260789867,1.6881703409710225,34.07074208741179,3.6890301790464615,1.711710973182489,4.596307661462771,1.7923305612744833
2.557248112008801,0.7007529951471394,2.0312410407576182,2.4052002441497535,15.562992125568378,3.42954107116234,1.688767760440113,33.417680428758565,3.68466517694813,1.6825722260423488,4.582882941364485,1.7946283887499292
2.0524740259480865,0.8360399733256616,2.3266392366294335,2.292321955403132,15.629120924790772,3.433491830947286,1.7106956244405058,30.594694499585806,3.6102708251415976,1.6768010447087698,4.481266072919827,1.790726858901035
2.19592096673586,0.9170711919322857,2.1630719532193505,2.281283027784047,15.544729688178279,3.6372792860282583,1.7149061294727734,26.97427778430145,3.708838160926547,1.6734785168303465,4.540167351984396,1.7976687785312866
2.2236745668871523,0.9218046947592072,2.159294312047153,2.249122095119667,15.89368605244547,3.5855248459261073,1.7113638289740605,28.179209883711273,3.682576141091561,1.6890783989843396,4.438364075519138,1.7884093940101329
2.9939850437551194,0.9821799579283763,2.0130809437302064,2.321500379040624,15.491242741371648,3.5796252133496997,1.7177091353216603,28.597309652551772,4.198118815557264,1.7011611249444463,4.511893434434146,1.768965010736969
3.450124769084259,0.7858067464466811,2.197128389999496,2.339166204664477,15.750571965068826,3.471914633818443,1.7056837179341384,30.253128346371874,4.253836611896545,1.696756694571926,4.493725556878886,1.7680410840203693
3.3540307939705083,1.0063512119935485,2.0225293101438226,2.284522456122236,15.49445719890988,3.4351864067377242,1.6982483778552357,29.85975423743219,4.181675849648026,1.701621278427071,4.516399669131395,1.7658900703797493
3.250585505866228,0.9890398485724221,2.0815253485845844,2.2947532407880744,15.690537669809576,3.5621760813221686,1.7257336430090635,28.399853607437574,4.183013821504846,1.6750535547880523,4.511567874842104,1.786022415773921
3.6424774599025325,0.5952070943148331,2.3698217172563845,2.26053652007519,15.221060175382584,3.5066131771926528,1.8013721689372089,29.045035101032113,4.1589698899884056,1.6803652236002784,4.592519085316913,1.788032405252737
2.788160504467354,0.7461444287464464,2.1962638409368243,2.273962778722349,15.164043725140916,3.4342645703693244,1.8115626998103525,30.11131494888842,4.183773537798208,1.6682153601321903,4.627191144962094,1.801604886840305
2.5716241300608402,0.6191134774577449,2.2561604979866923,2.311387772838018,15.50082210213651,3.4622295922056563,1.8176496100249666,29.997601644809727,4.225763825382524,1.6740539890272894,4.61649593953468,1.797163383975929
