parameter,posterior_mean,posterior_std
H_sed,2.666795999914977,0.5635417730239701
K_sed,2.307399554510489,0.32345448747391586
H_crust_total,31.69514695014626,1.8725346853776959
K_crust_total,1.7694286030426496,0.05509568420488568
H_crust_no_sed,29.028350950231278,1.9388311997477772
K_crust_no_sed,1.7205908188121315,0.053058414176680724
